"SteuerJahr","QuarSort","QuarLang","SteuerTarifSort","SteuerTarifLang","SteuerEinkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2006,73,"Hirslanden",0,"Grundtarif",43.1,20.6,68.8
2006,73,"Hirslanden",1,"Verheiratetentarif",95.15,59.7,168.1
2006,73,"Hirslanden",2,"Einelternfamilientarif",51.7,30,79.5
2006,74,"Witikon",0,"Grundtarif",44.3,20,69.8
2006,74,"Witikon",1,"Verheiratetentarif",91.4,59.5,141.4
2006,74,"Witikon",2,"Einelternfamilientarif",55.2,32.5,82
2006,81,"Seefeld",0,"Grundtarif",51,25,78.1
2006,81,"Seefeld",1,"Verheiratetentarif",99.8,60.45,159.45
2006,81,"Seefeld",2,"Einelternfamilientarif",48.5,30.1,73.6
2006,82,"Mühlebach",0,"Grundtarif",46.75,21.8,74
2006,82,"Mühlebach",1,"Verheiratetentarif",93.2,58.1,144.3
2006,82,"Mühlebach",2,"Einelternfamilientarif",49.6,30.6,71.4
2006,83,"Weinegg",0,"Grundtarif",44.435,17.7,67.9
2006,83,"Weinegg",1,"Verheiratetentarif",88.1,59.3,151.7
2006,83,"Weinegg",2,"Einelternfamilientarif",43.45,31.6,72.4
2006,91,"Albisrieden",0,"Grundtarif",37.3,20,56.1
2006,91,"Albisrieden",1,"Verheiratetentarif",65.3,45.7,92
2006,91,"Albisrieden",2,"Einelternfamilientarif",37.1,18.95,56.75
2006,92,"Altstetten",0,"Grundtarif",36.5,18.6,54.1
2006,92,"Altstetten",1,"Verheiratetentarif",59.9,41.4,81.9
2006,92,"Altstetten",2,"Einelternfamilientarif",32.75,17.6,49.9
2006,101,"Höngg",0,"Grundtarif",45.6,23.4,68.2
2006,101,"Höngg",1,"Verheiratetentarif",81.25,56.8,121
2006,101,"Höngg",2,"Einelternfamilientarif",41.2,22.2,63.4
2006,102,"Wipkingen",0,"Grundtarif",40.3,20,60.8
2006,102,"Wipkingen",1,"Verheiratetentarif",65.2,43.6,92.4
2006,102,"Wipkingen",2,"Einelternfamilientarif",40.15,23.8,56.5
2006,111,"Affoltern",0,"Grundtarif",35,17.8,52.3
2006,111,"Affoltern",1,"Verheiratetentarif",62.8,43.2,86.1
2006,111,"Affoltern",2,"Einelternfamilientarif",33.5,14.2,49.2
2006,115,"Oerlikon",0,"Grundtarif",41.2,20,62.7
2006,115,"Oerlikon",1,"Verheiratetentarif",69.7,45.6,101.9
2006,115,"Oerlikon",2,"Einelternfamilientarif",37.45,19.35,62.15
2006,119,"Seebach",0,"Grundtarif",34.3,17,53.3
2006,119,"Seebach",1,"Verheiratetentarif",59.4,39.1,82.7
2006,119,"Seebach",2,"Einelternfamilientarif",32.6,11.8,49
2006,121,"Saatlen",0,"Grundtarif",30.9,15,45.7
2006,121,"Saatlen",1,"Verheiratetentarif",54.9,37,74.8
2006,121,"Saatlen",2,"Einelternfamilientarif",30.5,13.7,44.4
2006,122,"Schwamendingen-Mitte",0,"Grundtarif",30.7,16.5,47.5
2006,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",54.65,36.5,76
2006,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",24.9,5.7,41.3
2006,123,"Hirzenbach",0,"Grundtarif",29.3,14.5,43.5
2006,123,"Hirzenbach",1,"Verheiratetentarif",55.7,37.5,73.2
2006,123,"Hirzenbach",2,"Einelternfamilientarif",29.6,7.9,41.4
2007,11,"Rathaus",0,"Grundtarif",46,19.8,80
2007,11,"Rathaus",1,"Verheiratetentarif",110,65,169.2
2007,11,"Rathaus",2,"Einelternfamilientarif",41.7,18.2,83.6
2007,12,"Hochschulen",0,"Grundtarif",40,15.8,71.9
2007,12,"Hochschulen",1,"Verheiratetentarif",111.6,58.7,250.2
2007,12,"Hochschulen",2,"Einelternfamilientarif",,,
2007,13,"Lindenhof",0,"Grundtarif",53.4,22.6,100.8
2007,13,"Lindenhof",1,"Verheiratetentarif",125.8,89.9,205
2007,13,"Lindenhof",2,"Einelternfamilientarif",,,
2007,14,"City",0,"Grundtarif",39.6,11.8,78.8
2007,14,"City",1,"Verheiratetentarif",87.7,49.6,136.2
2007,14,"City",2,"Einelternfamilientarif",,,
2007,21,"Wollishofen",0,"Grundtarif",40.7,19.9,63
2007,21,"Wollishofen",1,"Verheiratetentarif",78.1,53.9,118.9
2007,21,"Wollishofen",2,"Einelternfamilientarif",40.5,25,64.9
2007,23,"Leimbach",0,"Grundtarif",37.4,20.4,56
2007,23,"Leimbach",1,"Verheiratetentarif",71.6,49.6,100.7
2007,23,"Leimbach",2,"Einelternfamilientarif",40,21.9,61.1
2007,24,"Enge",0,"Grundtarif",52.05,25.05,85.05
2007,24,"Enge",1,"Verheiratetentarif",100.9,61.6,171.6
2007,24,"Enge",2,"Einelternfamilientarif",52.4,22.85,100.4
2007,31,"Alt-Wiedikon",0,"Grundtarif",45,24,67.8
2007,31,"Alt-Wiedikon",1,"Verheiratetentarif",68.9,41.1,108.8
2007,31,"Alt-Wiedikon",2,"Einelternfamilientarif",42.05,23.05,68.55
2007,33,"Friesenberg",0,"Grundtarif",30,10.4,50
2007,33,"Friesenberg",1,"Verheiratetentarif",64.8,47.2,89.1
2007,33,"Friesenberg",2,"Einelternfamilientarif",37.6,24.7,54.4
2007,34,"Sihlfeld",0,"Grundtarif",38.7,20,57.9
2007,34,"Sihlfeld",1,"Verheiratetentarif",56.25,35.55,78.4
2007,34,"Sihlfeld",2,"Einelternfamilientarif",32,16,48.8
2007,41,"Werd",0,"Grundtarif",42.3,20.1,67.15
2007,41,"Werd",1,"Verheiratetentarif",61.2,34.9,97.4
2007,41,"Werd",2,"Einelternfamilientarif",33.8,23.2,56.3
2007,42,"Langstrasse",0,"Grundtarif",35.9,16.55,59.7
2007,42,"Langstrasse",1,"Verheiratetentarif",50.4,31.2,78.1
2007,42,"Langstrasse",2,"Einelternfamilientarif",32.6,10,50.4
2007,44,"Hard",0,"Grundtarif",31,16.3,47.8
2007,44,"Hard",1,"Verheiratetentarif",52.1,33.9,70.2
2007,44,"Hard",2,"Einelternfamilientarif",27.1,8.05,41.65
2007,51,"Gewerbeschule",0,"Grundtarif",39.8,20,61.6
2007,51,"Gewerbeschule",1,"Verheiratetentarif",58,37.2,80.05
2007,51,"Gewerbeschule",2,"Einelternfamilientarif",35.3,16.6,53.6
2007,52,"Escher Wyss",0,"Grundtarif",54,29.8,79.9
2007,52,"Escher Wyss",1,"Verheiratetentarif",74.2,48.3,133.4
2007,52,"Escher Wyss",2,"Einelternfamilientarif",47.2,24.9,65.5
2007,61,"Unterstrass",0,"Grundtarif",43.7,22.1,67.1
2007,61,"Unterstrass",1,"Verheiratetentarif",73.95,50.75,110.75
2007,61,"Unterstrass",2,"Einelternfamilientarif",42.3,25.5,61.7
2007,63,"Oberstrass",0,"Grundtarif",50.2,23.35,81.15
2007,63,"Oberstrass",1,"Verheiratetentarif",114.25,71.8,187.55
2007,63,"Oberstrass",2,"Einelternfamilientarif",55.9,34.4,99.6
2007,71,"Fluntern",0,"Grundtarif",55.8,19.2,95.65
2007,71,"Fluntern",1,"Verheiratetentarif",146.8,84.7,255.2
2007,71,"Fluntern",2,"Einelternfamilientarif",66.4,41.3,132.3
2007,72,"Hottingen",0,"Grundtarif",50,21.6,85.5
2007,72,"Hottingen",1,"Verheiratetentarif",126.7,75.3,211
2007,72,"Hottingen",2,"Einelternfamilientarif",59.9,34.3,101.5
2007,73,"Hirslanden",0,"Grundtarif",45,21.3,71.55
2007,73,"Hirslanden",1,"Verheiratetentarif",99.9,60.8,170.5
2007,73,"Hirslanden",2,"Einelternfamilientarif",50.85,29.4,88.55
2007,74,"Witikon",0,"Grundtarif",46,20.5,72.6
2007,74,"Witikon",1,"Verheiratetentarif",96.1,63.7,147.1
2007,74,"Witikon",2,"Einelternfamilientarif",57.7,35.6,85.4
2007,81,"Seefeld",0,"Grundtarif",54.9,27.8,85.6
2007,81,"Seefeld",1,"Verheiratetentarif",99.3,60.3,162.8
2007,81,"Seefeld",2,"Einelternfamilientarif",52.7,29.2,87.1
2007,82,"Mühlebach",0,"Grundtarif",49.4,23.3,81.1
2007,82,"Mühlebach",1,"Verheiratetentarif",96.45,61.8,152.9
2007,82,"Mühlebach",2,"Einelternfamilientarif",50.55,29.7,74.4
2007,83,"Weinegg",0,"Grundtarif",45.3,17.9,70.5
2007,83,"Weinegg",1,"Verheiratetentarif",94.3,64.2,160.6
2007,83,"Weinegg",2,"Einelternfamilientarif",47.3,31.7,78.7
2007,91,"Albisrieden",0,"Grundtarif",39.2,21,59
2007,91,"Albisrieden",1,"Verheiratetentarif",68.8,47.3,96.4
2007,91,"Albisrieden",2,"Einelternfamilientarif",40.7,24,59.6
2007,92,"Altstetten",0,"Grundtarif",37.8,19.8,55.8
2007,92,"Altstetten",1,"Verheiratetentarif",62.05,43.3,84.9
2007,92,"Altstetten",2,"Einelternfamilientarif",34.4,16.6,50.1
2007,101,"Höngg",0,"Grundtarif",46.7,23.6,70.2
2007,101,"Höngg",1,"Verheiratetentarif",84.7,59.45,128.45
2007,101,"Höngg",2,"Einelternfamilientarif",44.3,25.8,66.1
2007,102,"Wipkingen",0,"Grundtarif",42,21.4,63.1
2007,102,"Wipkingen",1,"Verheiratetentarif",67.3,45.8,98.3
2007,102,"Wipkingen",2,"Einelternfamilientarif",40.7,23,58.8
2007,111,"Affoltern",0,"Grundtarif",36,19.3,53.9
2007,111,"Affoltern",1,"Verheiratetentarif",65.1,45.2,88.5
2007,111,"Affoltern",2,"Einelternfamilientarif",33.25,15,49.7
2007,115,"Oerlikon",0,"Grundtarif",43,21.4,65.55
2007,115,"Oerlikon",1,"Verheiratetentarif",73,47,109.7
2007,115,"Oerlikon",2,"Einelternfamilientarif",40.1,21.1,58.2
2007,119,"Seebach",0,"Grundtarif",35.8,17.8,55.1
2007,119,"Seebach",1,"Verheiratetentarif",61.75,40.8,85.2
2007,119,"Seebach",2,"Einelternfamilientarif",30.6,13.9,50
2007,121,"Saatlen",0,"Grundtarif",31.7,15.1,47.9
2007,121,"Saatlen",1,"Verheiratetentarif",57.4,38,76.5
2007,121,"Saatlen",2,"Einelternfamilientarif",30.9,16.3,45.8
2007,122,"Schwamendingen-Mitte",0,"Grundtarif",31.4,17,48
2007,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",55.65,36.95,76.95
2007,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",27,6,41.6
2007,123,"Hirzenbach",0,"Grundtarif",30.2,15,44.7
2007,123,"Hirzenbach",1,"Verheiratetentarif",57.6,39.4,75.3
2007,123,"Hirzenbach",2,"Einelternfamilientarif",30,10.1,45.3
2008,11,"Rathaus",0,"Grundtarif",48.8,20.5,85.2
2008,11,"Rathaus",1,"Verheiratetentarif",119.3,69.5,183.3
2008,11,"Rathaus",2,"Einelternfamilientarif",43.65,23.95,83.8
2008,12,"Hochschulen",0,"Grundtarif",38.7,16.5,73.7
2008,12,"Hochschulen",1,"Verheiratetentarif",121,60.7,264.9
2008,12,"Hochschulen",2,"Einelternfamilientarif",,,
2008,13,"Lindenhof",0,"Grundtarif",56.1,22.7,104.7
2008,13,"Lindenhof",1,"Verheiratetentarif",130.85,89.4,207.7
2008,13,"Lindenhof",2,"Einelternfamilientarif",,,
2008,14,"City",0,"Grundtarif",41.05,12,86.5
2008,14,"City",1,"Verheiratetentarif",86.5,55.4,131.9
2008,14,"City",2,"Einelternfamilientarif",,,
2008,21,"Wollishofen",0,"Grundtarif",42.1,20.8,66.2
2008,21,"Wollishofen",1,"Verheiratetentarif",80.7,55.9,125.15
2008,21,"Wollishofen",2,"Einelternfamilientarif",43.6,25.8,65.5
2008,23,"Leimbach",0,"Grundtarif",38.4,20.5,58.3
2008,23,"Leimbach",1,"Verheiratetentarif",74.2,49.4,105
2008,23,"Leimbach",2,"Einelternfamilientarif",44.7,17.1,64.2
2008,24,"Enge",0,"Grundtarif",55,26.3,89.3
2008,24,"Enge",1,"Verheiratetentarif",112.65,66.3,189.05
2008,24,"Enge",2,"Einelternfamilientarif",51.5,25.7,94.2
2008,31,"Alt-Wiedikon",0,"Grundtarif",47.6,24.4,71.3
2008,31,"Alt-Wiedikon",1,"Verheiratetentarif",73.8,43.2,116.3
2008,31,"Alt-Wiedikon",2,"Einelternfamilientarif",46.3,22.05,71.15
2008,33,"Friesenberg",0,"Grundtarif",30.45,10.9,51
2008,33,"Friesenberg",1,"Verheiratetentarif",65.9,47.6,92.9
2008,33,"Friesenberg",2,"Einelternfamilientarif",38.4,24.6,52.9
2008,34,"Sihlfeld",0,"Grundtarif",39.7,20,60
2008,34,"Sihlfeld",1,"Verheiratetentarif",58.9,37.4,81.3
2008,34,"Sihlfeld",2,"Einelternfamilientarif",33.45,17.25,49.1
2008,41,"Werd",0,"Grundtarif",44.2,21.5,70.8
2008,41,"Werd",1,"Verheiratetentarif",61.05,33,98.9
2008,41,"Werd",2,"Einelternfamilientarif",37.8,20,62.4
2008,42,"Langstrasse",0,"Grundtarif",38.8,18.2,62.7
2008,42,"Langstrasse",1,"Verheiratetentarif",52.5,32.6,83.6
2008,42,"Langstrasse",2,"Einelternfamilientarif",33.6,11.45,55.25
2008,44,"Hard",0,"Grundtarif",32.6,17,49.9
2008,44,"Hard",1,"Verheiratetentarif",52.7,36,71.8
2008,44,"Hard",2,"Einelternfamilientarif",27.8,14.3,41
2008,51,"Gewerbeschule",0,"Grundtarif",41.7,20.6,63.8
2008,51,"Gewerbeschule",1,"Verheiratetentarif",59.3,38.5,84.6
2008,51,"Gewerbeschule",2,"Einelternfamilientarif",36.6,13.9,60
2008,52,"Escher Wyss",0,"Grundtarif",55.9,32,83.3
2008,52,"Escher Wyss",1,"Verheiratetentarif",80,51.2,130
2008,52,"Escher Wyss",2,"Einelternfamilientarif",58.3,31.4,84.3
2008,61,"Unterstrass",0,"Grundtarif",45.8,22.5,70
2008,61,"Unterstrass",1,"Verheiratetentarif",77.2,52.1,117.6
2008,61,"Unterstrass",2,"Einelternfamilientarif",43.5,25.95,64.8
2008,63,"Oberstrass",0,"Grundtarif",52.1,24,85.7
2008,63,"Oberstrass",1,"Verheiratetentarif",121.3,76,199.7
2008,63,"Oberstrass",2,"Einelternfamilientarif",64.55,39.6,107.4
2008,71,"Fluntern",0,"Grundtarif",59.5,21.8,101.1
2008,71,"Fluntern",1,"Verheiratetentarif",153,89.1,273.9
2008,71,"Fluntern",2,"Einelternfamilientarif",75.15,47.4,126.55
2008,72,"Hottingen",0,"Grundtarif",52,21.8,89.2
2008,72,"Hottingen",1,"Verheiratetentarif",131.6,77.4,230.2
2008,72,"Hottingen",2,"Einelternfamilientarif",64.3,39.5,109.4
2008,73,"Hirslanden",0,"Grundtarif",46.95,22.2,75.7
2008,73,"Hirslanden",1,"Verheiratetentarif",103.4,64.3,175
2008,73,"Hirslanden",2,"Einelternfamilientarif",52.9,33.6,84.7
2008,74,"Witikon",0,"Grundtarif",45.4,20.5,74.5
2008,74,"Witikon",1,"Verheiratetentarif",101.6,67,157.8
2008,74,"Witikon",2,"Einelternfamilientarif",60.45,36.6,91.1
2008,81,"Seefeld",0,"Grundtarif",57.6,29.5,93.3
2008,81,"Seefeld",1,"Verheiratetentarif",108.7,62,173.4
2008,81,"Seefeld",2,"Einelternfamilientarif",52.05,32.1,89.4
2008,82,"Mühlebach",0,"Grundtarif",51.2,24.4,84.9
2008,82,"Mühlebach",1,"Verheiratetentarif",101.5,64.6,169.7
2008,82,"Mühlebach",2,"Einelternfamilientarif",50.35,30.8,75.9
2008,83,"Weinegg",0,"Grundtarif",46.6,18.3,74.3
2008,83,"Weinegg",1,"Verheiratetentarif",100.25,67.5,168.3
2008,83,"Weinegg",2,"Einelternfamilientarif",48.2,33,79.15
2008,91,"Albisrieden",0,"Grundtarif",40.6,22.1,61.4
2008,91,"Albisrieden",1,"Verheiratetentarif",70.9,50,102.1
2008,91,"Albisrieden",2,"Einelternfamilientarif",44.4,26.9,64.9
2008,92,"Altstetten",0,"Grundtarif",39.6,20,58.4
2008,92,"Altstetten",1,"Verheiratetentarif",63.8,44.3,87.7
2008,92,"Altstetten",2,"Einelternfamilientarif",34.8,18.2,50.2
2008,101,"Höngg",0,"Grundtarif",48.2,24.9,72.9
2008,101,"Höngg",1,"Verheiratetentarif",88.4,60.5,131.7
2008,101,"Höngg",2,"Einelternfamilientarif",46.3,26.2,68
2008,102,"Wipkingen",0,"Grundtarif",43.6,22.4,65.9
2008,102,"Wipkingen",1,"Verheiratetentarif",69,47.1,102.1
2008,102,"Wipkingen",2,"Einelternfamilientarif",44.45,25.9,64.4
2008,111,"Affoltern",0,"Grundtarif",38,19.8,57.2
2008,111,"Affoltern",1,"Verheiratetentarif",67.2,46.4,92.7
2008,111,"Affoltern",2,"Einelternfamilientarif",36.1,19.2,54.5
2008,115,"Oerlikon",0,"Grundtarif",44.2,21.8,67.9
2008,115,"Oerlikon",1,"Verheiratetentarif",76,49.2,113.5
2008,115,"Oerlikon",2,"Einelternfamilientarif",44.45,24.2,65.3
2008,119,"Seebach",0,"Grundtarif",37.4,18.8,57.6
2008,119,"Seebach",1,"Verheiratetentarif",63.1,41.8,87.6
2008,119,"Seebach",2,"Einelternfamilientarif",34.4,15,50.7
2008,121,"Saatlen",0,"Grundtarif",32.2,15,49.3
2008,121,"Saatlen",1,"Verheiratetentarif",59.2,40.3,79.7
2008,121,"Saatlen",2,"Einelternfamilientarif",30.6,18.6,46.4
2008,122,"Schwamendingen-Mitte",0,"Grundtarif",32.6,17,49.9
2008,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",56.6,38.4,79
2008,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",25.75,4,40.2
2008,123,"Hirzenbach",0,"Grundtarif",30.5,14.9,45.9
2008,123,"Hirzenbach",1,"Verheiratetentarif",58.5,39.8,78.1
2008,123,"Hirzenbach",2,"Einelternfamilientarif",30,13.95,44.95
2009,11,"Rathaus",0,"Grundtarif",48.9,21.3,84
2009,11,"Rathaus",1,"Verheiratetentarif",113.65,70.2,176.8
2009,11,"Rathaus",2,"Einelternfamilientarif",52,30.2,87.6
2009,12,"Hochschulen",0,"Grundtarif",39.15,17.51,70
2009,12,"Hochschulen",1,"Verheiratetentarif",127.4,63.3,239.3
2009,12,"Hochschulen",2,"Einelternfamilientarif",,,
2009,13,"Lindenhof",0,"Grundtarif",56.65,23.6,103.2
2009,13,"Lindenhof",1,"Verheiratetentarif",130.1,90.6,215.1
2009,13,"Lindenhof",2,"Einelternfamilientarif",,,
2009,14,"City",0,"Grundtarif",39,9.8,91.7
2009,14,"City",1,"Verheiratetentarif",116.6,51,168.2
2009,14,"City",2,"Einelternfamilientarif",,,
2009,21,"Wollishofen",0,"Grundtarif",42.6,20.3,67.2
2009,21,"Wollishofen",1,"Verheiratetentarif",84.2,56.9,128.3
2009,21,"Wollishofen",2,"Einelternfamilientarif",43.9,25.2,63.9
2009,23,"Leimbach",0,"Grundtarif",37.65,19.9,57.5
2009,23,"Leimbach",1,"Verheiratetentarif",77.45,51.25,107.2
2009,23,"Leimbach",2,"Einelternfamilientarif",41.35,20.1,65.45
2009,24,"Enge",0,"Grundtarif",55,25.4,89.5
2009,24,"Enge",1,"Verheiratetentarif",113.15,67.5,185
2009,24,"Enge",2,"Einelternfamilientarif",51.75,33.25,84.25
2009,31,"Alt-Wiedikon",0,"Grundtarif",48.6,25.2,72.9
2009,31,"Alt-Wiedikon",1,"Verheiratetentarif",76.75,47.2,123.45
2009,31,"Alt-Wiedikon",2,"Einelternfamilientarif",49.7,25.1,76
2009,33,"Friesenberg",0,"Grundtarif",31.4,11.1,52.6
2009,33,"Friesenberg",1,"Verheiratetentarif",68.35,47.5,94.5
2009,33,"Friesenberg",2,"Einelternfamilientarif",39.8,24.2,56.7
2009,34,"Sihlfeld",0,"Grundtarif",40.2,20.4,61.3
2009,34,"Sihlfeld",1,"Verheiratetentarif",59.3,38,82
2009,34,"Sihlfeld",2,"Einelternfamilientarif",33.8,14.9,51.3
2009,41,"Werd",0,"Grundtarif",45,22.7,72.5
2009,41,"Werd",1,"Verheiratetentarif",63,37.5,106.4
2009,41,"Werd",2,"Einelternfamilientarif",39.75,16.35,63.4
2009,42,"Langstrasse",0,"Grundtarif",39.05,17.4,63.5
2009,42,"Langstrasse",1,"Verheiratetentarif",54.8,33.7,85.9
2009,42,"Langstrasse",2,"Einelternfamilientarif",36.4,13.5,58.2
2009,44,"Hard",0,"Grundtarif",32.6,17,50.6
2009,44,"Hard",1,"Verheiratetentarif",54.1,36.7,73.4
2009,44,"Hard",2,"Einelternfamilientarif",29.8,12.3,45.6
2009,51,"Gewerbeschule",0,"Grundtarif",41.15,20,65
2009,51,"Gewerbeschule",1,"Verheiratetentarif",60.05,39.1,85.6
2009,51,"Gewerbeschule",2,"Einelternfamilientarif",41.6,20,60.7
2009,52,"Escher Wyss",0,"Grundtarif",55.5,29.5,84.75
2009,52,"Escher Wyss",1,"Verheiratetentarif",89.6,55.8,136.4
2009,52,"Escher Wyss",2,"Einelternfamilientarif",50.2,30,85.2
2009,61,"Unterstrass",0,"Grundtarif",46,22.5,70.8
2009,61,"Unterstrass",1,"Verheiratetentarif",80.1,53.8,121.2
2009,61,"Unterstrass",2,"Einelternfamilientarif",42.95,26.15,68.75
2009,63,"Oberstrass",0,"Grundtarif",52.1,24.3,85.9
2009,63,"Oberstrass",1,"Verheiratetentarif",127.25,79.9,199
2009,63,"Oberstrass",2,"Einelternfamilientarif",65.05,39.65,112.35
2009,71,"Fluntern",0,"Grundtarif",56.85,19.8,99.3
2009,71,"Fluntern",1,"Verheiratetentarif",154.6,95,255.4
2009,71,"Fluntern",2,"Einelternfamilientarif",76.9,42.5,124.6
2009,72,"Hottingen",0,"Grundtarif",51,21.1,89
2009,72,"Hottingen",1,"Verheiratetentarif",132.8,77,234.8
2009,72,"Hottingen",2,"Einelternfamilientarif",68.7,37,114.5
2009,73,"Hirslanden",0,"Grundtarif",46.5,21.8,75.3
2009,73,"Hirslanden",1,"Verheiratetentarif",109.35,67.55,182.3
2009,73,"Hirslanden",2,"Einelternfamilientarif",57.3,35.4,84.4
2009,74,"Witikon",0,"Grundtarif",47.2,21.2,75.3
2009,74,"Witikon",1,"Verheiratetentarif",104,68.7,158.2
2009,74,"Witikon",2,"Einelternfamilientarif",63.3,35.4,98.3
2009,81,"Seefeld",0,"Grundtarif",58.1,29.4,93.7
2009,81,"Seefeld",1,"Verheiratetentarif",111.9,63.85,178.05
2009,81,"Seefeld",2,"Einelternfamilientarif",66.8,37.6,101
2009,82,"Mühlebach",0,"Grundtarif",54.15,24,86.9
2009,82,"Mühlebach",1,"Verheiratetentarif",111.85,68.5,169
2009,82,"Mühlebach",2,"Einelternfamilientarif",51.6,28.5,86.55
2009,83,"Weinegg",0,"Grundtarif",47.05,19.15,74.85
2009,83,"Weinegg",1,"Verheiratetentarif",101.05,67.1,166
2009,83,"Weinegg",2,"Einelternfamilientarif",54.8,33,86.1
2009,91,"Albisrieden",0,"Grundtarif",41.9,22.5,62.3
2009,91,"Albisrieden",1,"Verheiratetentarif",73.8,51,104.1
2009,91,"Albisrieden",2,"Einelternfamilientarif",44.3,27.1,66.55
2009,92,"Altstetten",0,"Grundtarif",39.9,20,58.8
2009,92,"Altstetten",1,"Verheiratetentarif",64.8,44.7,89
2009,92,"Altstetten",2,"Einelternfamilientarif",35.9,19.5,52.9
2009,101,"Höngg",0,"Grundtarif",48.5,24.7,73.4
2009,101,"Höngg",1,"Verheiratetentarif",90.6,62.6,135.4
2009,101,"Höngg",2,"Einelternfamilientarif",49.55,29.8,73.4
2009,102,"Wipkingen",0,"Grundtarif",44,22.7,66
2009,102,"Wipkingen",1,"Verheiratetentarif",72.25,49.4,109.3
2009,102,"Wipkingen",2,"Einelternfamilientarif",46.75,27.35,68.45
2009,111,"Affoltern",0,"Grundtarif",38.8,19.6,57.6
2009,111,"Affoltern",1,"Verheiratetentarif",68.8,48.3,94.4
2009,111,"Affoltern",2,"Einelternfamilientarif",37.2,20,57.1
2009,115,"Oerlikon",0,"Grundtarif",44.9,21.2,68.7
2009,115,"Oerlikon",1,"Verheiratetentarif",78.2,49.5,116.9
2009,115,"Oerlikon",2,"Einelternfamilientarif",44.8,25.5,67.6
2009,119,"Seebach",0,"Grundtarif",37.3,18.2,58.6
2009,119,"Seebach",1,"Verheiratetentarif",65,42.8,90.3
2009,119,"Seebach",2,"Einelternfamilientarif",35.05,15.4,53.6
2009,121,"Saatlen",0,"Grundtarif",32.8,14.95,50.05
2009,121,"Saatlen",1,"Verheiratetentarif",60,40,81.8
2009,121,"Saatlen",2,"Einelternfamilientarif",31.45,17.6,46.7
2009,122,"Schwamendingen-Mitte",0,"Grundtarif",32.95,17.1,50.8
2009,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",58.2,38.8,79.9
2009,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",27.1,5,43.5
2009,123,"Hirzenbach",0,"Grundtarif",30.7,14.8,46
2009,123,"Hirzenbach",1,"Verheiratetentarif",59.3,39.95,78.9
2009,123,"Hirzenbach",2,"Einelternfamilientarif",30,11.65,46.85
2010,11,"Rathaus",0,"Grundtarif",48.4,21,83.75
2010,11,"Rathaus",1,"Verheiratetentarif",122.4,73.1,183.6
2010,11,"Rathaus",2,"Einelternfamilientarif",52.7,29.7,96.6
2010,12,"Hochschulen",0,"Grundtarif",38.4,14.5,64.5
2010,12,"Hochschulen",1,"Verheiratetentarif",139.2,62.5,249.2
2010,12,"Hochschulen",2,"Einelternfamilientarif",,,
2010,13,"Lindenhof",0,"Grundtarif",58,23.4,110.1
2010,13,"Lindenhof",1,"Verheiratetentarif",124.7,84.9,198.85
2010,13,"Lindenhof",2,"Einelternfamilientarif",,,
2010,14,"City",0,"Grundtarif",35.1,3.9,86.2
2010,14,"City",1,"Verheiratetentarif",112,66.6,184.7
2010,14,"City",2,"Einelternfamilientarif",,,
2010,21,"Wollishofen",0,"Grundtarif",42.8,20,67.3
2010,21,"Wollishofen",1,"Verheiratetentarif",85,57.9,131.7
2010,21,"Wollishofen",2,"Einelternfamilientarif",42.3,25.2,66
2010,23,"Leimbach",0,"Grundtarif",37.05,20.1,57.55
2010,23,"Leimbach",1,"Verheiratetentarif",79.6,52.3,108.75
2010,23,"Leimbach",2,"Einelternfamilientarif",40.6,17.9,61.3
2010,24,"Enge",0,"Grundtarif",55.4,26.1,92.3
2010,24,"Enge",1,"Verheiratetentarif",116.65,67.05,194.65
2010,24,"Enge",2,"Einelternfamilientarif",54.55,32.1,90.45
2010,31,"Alt-Wiedikon",0,"Grundtarif",49.3,25.3,74.8
2010,31,"Alt-Wiedikon",1,"Verheiratetentarif",80,47.6,127.6
2010,31,"Alt-Wiedikon",2,"Einelternfamilientarif",50.3,28.75,82.4
2010,33,"Friesenberg",0,"Grundtarif",31.6,11.5,53.6
2010,33,"Friesenberg",1,"Verheiratetentarif",68.7,48.3,95.6
2010,33,"Friesenberg",2,"Einelternfamilientarif",39.1,23.5,54.3
2010,34,"Sihlfeld",0,"Grundtarif",40,20.3,61.2
2010,34,"Sihlfeld",1,"Verheiratetentarif",59.2,38.1,84.7
2010,34,"Sihlfeld",2,"Einelternfamilientarif",35.3,16.5,53.3
2010,41,"Werd",0,"Grundtarif",45,21.6,71.8
2010,41,"Werd",1,"Verheiratetentarif",68.4,38,120.6
2010,41,"Werd",2,"Einelternfamilientarif",44.7,30.8,86.7
2010,42,"Langstrasse",0,"Grundtarif",39.8,18,63.5
2010,42,"Langstrasse",1,"Verheiratetentarif",55.05,34.35,86.7
2010,42,"Langstrasse",2,"Einelternfamilientarif",39.95,19.2,63.3
2010,44,"Hard",0,"Grundtarif",33,17,51.4
